"Uniprot_Accession","Uniprot_ID","REACTOME_ID","REACTOME_description"
"P27986","P85A_HUMAN","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants"
"P01112","RASH_HUMAN","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants"
"P46100","ATRX_HUMAN","R-HSA-9670613","Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations"
"Q9UER7","DAXX_HUMAN","R-HSA-9670613","Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations"
"P46100","ATRX_HUMAN","R-HSA-9670615","Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations"
"Q9UER7","DAXX_HUMAN","R-HSA-9670615","Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations"
"P00451","FA8_HUMAN","R-HSA-9672383","Defective factor IX causes thrombophilia"
"P00742","FA10_HUMAN","R-HSA-9672383","Defective factor IX causes thrombophilia"
"P00740","FA9_HUMAN","R-HSA-9672383","Defective factor IX causes thrombophilia"
"P00451","FA8_HUMAN","R-HSA-9672387","Defective F8 accelerates dissociation of the A2 domain"
"P00734","THRB_HUMAN","R-HSA-9672391","Defective F8 cleavage by thrombin"
"P04275","VWF_HUMAN","R-HSA-9672391","Defective F8 cleavage by thrombin"
"P00451","FA8_HUMAN","R-HSA-9672391","Defective F8 cleavage by thrombin"
"P00451","FA8_HUMAN","R-HSA-9672393","Defective F8 binding to von Willebrand factor"
"P04275","VWF_HUMAN","R-HSA-9672393","Defective F8 binding to von Willebrand factor"
"P00451","FA8_HUMAN","R-HSA-9672395","Defective F8 binding to the cell membrane"
"P00742","FA10_HUMAN","R-HSA-9672396","Defective cofactor function of FVIIIa variant"
"P00451","FA8_HUMAN","R-HSA-9672396","Defective cofactor function of FVIIIa variant"
"P00740","FA9_HUMAN","R-HSA-9672396","Defective cofactor function of FVIIIa variant"
"P00451","FA8_HUMAN","R-HSA-9672397","Defective F8 secretion"
"Q6GTS8","P20D1_HUMAN","R-HSA-9673163","Oleoyl-phe metabolism"
"P00451","FA8_HUMAN","R-HSA-9673202","Defective F9 variant does not activate FX"
"P00740","FA9_HUMAN","R-HSA-9673202","Defective F9 variant does not activate FX"
"P00742","FA10_HUMAN","R-HSA-9673202","Defective F9 variant does not activate FX"
"P00740","FA9_HUMAN","R-HSA-9673218","Defective F9 secretion"
"P00740","FA9_HUMAN","R-HSA-9673221","Defective F9 activation"
"P14770","GPIX_HUMAN","R-HSA-9673221","Defective F9 activation"
"P07359","GP1BA_HUMAN","R-HSA-9673221","Defective F9 activation"
"P40197","GPV_HUMAN","R-HSA-9673221","Defective F9 activation"
"P13224","GP1BB_HUMAN","R-HSA-9673221","Defective F9 activation"
"P03951","FA11_HUMAN","R-HSA-9673221","Defective F9 activation"
"P00740","FA9_HUMAN","R-HSA-9673240","Defective gamma-carboxylation of F9"
"P38435","VKGC_HUMAN","R-HSA-9673240","Defective gamma-carboxylation of F9"
"Q9Y5S8","NOX1_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"O14640","DVL1_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"Q92997","DVL3_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"P63000","RAC1_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"O14641","DVL2_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"Q86UR1","NOXA1_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"P13498","CY24A_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"Q8NFA2","NOXO1_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"O75084","FZD7_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"P05412","JUN_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"P41221","WNT5A_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"P45983","MK08_HUMAN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping"
"O43815","STRN_HUMAN","R-HSA-9673766","Signaling by cytosolic PDGFRA and PDGFRB fusion proteins"
"Q6UN15","FIP1_HUMAN","R-HSA-9673766","Signaling by cytosolic PDGFRA and PDGFRB fusion proteins"
"Q8TAF3","WDR48_HUMAN","R-HSA-9673766","Signaling by cytosolic PDGFRA and PDGFRB fusion proteins"
"P42338","PK3CB_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P27986","P85A_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P01116","RASK_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P01111","RASN_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P01112","RASH_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"O00459","P85B_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P42224","STAT1_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P16234","PGFRA_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P42336","PK3CA_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"Q07889","SOS1_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P40763","STAT3_HUMAN","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
"P35968","VGFR2_HUMAN","R-HSA-9673768","Signaling by membrane-tethered fusions of PDGFRA or PDGFRB"
"Q9UBW5","BIN2_HUMAN","R-HSA-9673768","Signaling by membrane-tethered fusions of PDGFRA or PDGFRB"
"Q13439","GOGA4_HUMAN","R-HSA-9673768","Signaling by membrane-tethered fusions of PDGFRA or PDGFRB"
"P41212","ETV6_HUMAN","R-HSA-9673768","Signaling by membrane-tethered fusions of PDGFRA or PDGFRB"
"Q14678","KANK1_HUMAN","R-HSA-9673768","Signaling by membrane-tethered fusions of PDGFRA or PDGFRB"
"P16234","PGFRA_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P40763","STAT3_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P42338","PK3CB_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P01112","RASH_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P01111","RASN_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P42336","PK3CA_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P27986","P85A_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P42224","STAT1_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P01116","RASK_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"O00459","P85B_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"Q07889","SOS1_HUMAN","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants"
"P16234","PGFRA_HUMAN","R-HSA-9674396","Imatinib-resistant PDGFR mutants"
"P16234","PGFRA_HUMAN","R-HSA-9674401","Sunitinib-resistant PDGFR mutants"
"P16234","PGFRA_HUMAN","R-HSA-9674403","Regorafenib-resistant PDGFR mutants"
"P16234","PGFRA_HUMAN","R-HSA-9674404","Sorafenib-resistant PDGFR mutants"
"P16234","PGFRA_HUMAN","R-HSA-9674428","PDGFR mutants bind TKIs"
"O60704","TPST2_HUMAN","R-HSA-9674519","Defective F8 sulfation at Y1699"
"P00451","FA8_HUMAN","R-HSA-9674519","Defective F8 sulfation at Y1699"
"O60507","TPST1_HUMAN","R-HSA-9674519","Defective F8 sulfation at Y1699"
"P40763","STAT3_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P08631","HCK_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P29597","TYK2_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P07948","LYN_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P43405","KSYK_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P62993","GRB2_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"O60674","JAK2_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"Q06124","PTN11_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"Q99062","CSF3R_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"O14543","SOCS3_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P42224","STAT1_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P51692","STA5B_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P23458","JAK1_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"O15524","SOCS1_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P42229","STA5A_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P29353","SHC1_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P09919","CSF3_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"Q9UQC2","GAB2_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"P01116","RASK_HUMAN","R-HSA-9674555","Signaling by CSF3 (G-CSF)"
"Q9BYF1","ACE2_HUMAN","R-HSA-9678110","Attachment and Entry"
"O15393","TMPS2_HUMAN","R-HSA-9678110","Attachment and Entry"
"P07711","CATL1_HUMAN","R-HSA-9678110","Attachment and Entry"
"P55072","TERA_HUMAN","R-HSA-9678110","Attachment and Entry"
"P09958","FURIN_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q06187","BTK_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q99720","SGMR1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q14145","KEAP1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01700","LV147_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01599","KV117_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P08238","HS90B_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01764","HV323_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P23458","JAK1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O60674","JAK2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q16236","NF2L2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01619","KV320_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"A0A0C4DH25","KVD20_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P04430","KV116_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01601","KVD16_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"A0M8Q6","IGLC7_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P21964","COMT_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q13733","AT1A4_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P54710","ATNG_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P49354","FNTA_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9NYK1","TLR7_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01834","IGKC_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P49356","FNTB_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P06310","KV230_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P07900","HS90A_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P52630","STAT2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01717","LV325_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P04150","GCR_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P29374","ARI4A_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P04433","KV311_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01743","HV146_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01772","HV333_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01597","KV139_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P50993","AT1A2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O00422","SAP18_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9UKL0","RCOR1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O00168","PLM_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q07889","SOS1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P06331","HV434_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"A0A075B6P5","KV228_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01763","HV348_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01611","KVD12_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P0DOY2","IGLC2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9HCU9","BRMS1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P13637","AT1A3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q16576","RBBP7_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"A2NJV5","KV229_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01704","LV214_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q13127","REST_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P29597","TYK2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9H7L9","SDS3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01767","HV353_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q15116","PDCD1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P17181","INAR1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q96BD5","PF21A_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9BTC8","MTA3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9BYF1","ACE2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9NR96","TLR9_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O60341","KDM1A_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P13612","ITA4_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q86YP4","P66A_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01703","LV140_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O95782","AP2A1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O95983","MBD3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P08887","IL6RA_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01624","KV315_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9UHD2","TBK1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01721","LV657_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P04211","LV743_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P62877","RBX1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q13464","ROCK1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P43405","KSYK_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01714","LV319_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01742","HV169_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P20839","IMDH1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P06312","KV401_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q8WV28","BLNK_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q14839","CHD4_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P07437","TBB5_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01817","HV205_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O94776","MTA2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q14802","FXYD3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q13330","MTA1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P80748","LV321_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01614","KVD40_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01602","KV105_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P14415","AT1B2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q8WXI9","P66B_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P12268","IMDH2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P14778","IL1R1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P53680","AP2S1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01871","IGHM_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O60885","BRD4_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01706","LV211_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01824","HV439_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P54709","AT1B3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01593","KVD33_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O94973","AP2A2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P62942","FKB1A_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01701","LV151_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01825","HV459_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P0DOY3","IGLC3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P21453","S1PR1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P04432","KVD39_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q92769","HDAC2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01594","KV133_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01780","HV307_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P0CF74","IGLC6_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P16885","PLCG2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P15260","INGR1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01705","LV223_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P05023","AT1A1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P23083","HV102_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q12873","CHD3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P0CG04","IGLC1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"A0A0C4DH73","KV112_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q13547","HDAC1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P16333","NCK1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01762","HV311_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q4LE39","ARI4B_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q09028","RBBP4_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O75446","SAP30_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P06315","KV502_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01880","IGHD_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01718","LV327_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P15498","VAV_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01782","HV309_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q15185","TEBP_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P52333","JAK3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9P0W2","HM20B_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9HAJ7","SP30L_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01699","LV144_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P05556","ITB1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9Y271","CLTR1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P63010","AP2B1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P40259","CD79B_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P59646","FXYD4_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01615","KVD28_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P05026","AT1B1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P11912","CD79A_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q02790","FKBP4_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P38484","INGR2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01766","HV313_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9H171","ZBP1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"O75116","ROCK2_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q13546","RIPK1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01768","HV330_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01715","LV301_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q96B97","SH3K1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q96SW2","CRBN_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q13618","CUL3_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01814","HV270_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"A0A075B6S6","KVD30_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P01709","LV208_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q96CW1","AP2M1_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"P58549","FXYD7_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9H0Q3","FXYD6_HUMAN","R-HSA-9679191","Potential therapeutics for SARS"
"Q9UQN3","CHM2B_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q9Y3E7","CHMP3_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q9GZQ8","MLP3B_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q9H444","CHM4B_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q14457","BECN1_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q99570","PI3R4_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"O43633","CHM2A_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q8NEB9","PK3C3_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q9P2Y5","UVRAG_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q96FZ7","CHMP6_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q96CF2","CHM4C_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q9BY43","CHM4A_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"Q8WUX9","CHMP7_HUMAN","R-HSA-9679504","Translation of Replicase and Assembly of the Replication Transcription Complex"
"P10721","KIT_HUMAN","R-HSA-9680187","Signaling by extracellular domain mutants of KIT"
"P09603","CSF1_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P22681","CBL_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P29353","SHC1_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P48736","PK3CG_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"Q06124","PTN11_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P42338","PK3CB_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"Q92835","SHIP1_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P07947","YES_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"Q9UQC2","GAB2_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P07333","CSF1R_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P06241","FYN_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P62979","RS27A_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P12931","SRC_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"Q6ZMJ4","IL34_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"O15357","SHIP2_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P62987","RL40_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P07948","LYN_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"Q07889","SOS1_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P42224","STAT1_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P27986","P85A_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P40763","STAT3_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P08631","HCK_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P0CG48","UBC_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P16885","PLCG2_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"Q8WWW8","GAB3_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P0CG47","UBB_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"Q13769","THOC5_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"O75791","GRAP2_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P01116","RASK_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P42336","PK3CA_HUMAN","R-HSA-9680350","Signaling by CSF1 (M-CSF) in myeloid cells"
"P17844","DDX5_HUMAN","R-HSA-9682706","Replication of the SARS-CoV-1 genome"
"P06400","RB_HUMAN","R-HSA-9682706","Replication of the SARS-CoV-1 genome"
